MaPhim,TenPhim,DiemDanhGiaTB,SoLuotDanhGia,TrangThai,NgayPhatHanh,DoanhThu,ThoiLuong,PhimNguoiLon,DuongDanAnhNen,NganSach,TrangChu,MaIMDb,NgonNguGoc,TenGoc,TomTatNoiDung,DoPhoBien,DuongDanPoster,CauGioiThieu,TheLoai,CongTySanXuat,QuocGiaSanXuat,NgonNguDuocNoi,TuKhoa,QuocGiaDuocChon,QuocGiaDuocChonText,QuocGiaChinh,NamPhatHanh,TenPhimHienThi,CanBoSungTenTiengAnh,DuSoLuotDanhGia,CoDoanhThu,CoNganSach,ThoiLuongBatThuong,TenPhimTiengAnh,TomTatNoiDungTiengAnh,ThoiLuongAPI,NganSachAPI,DoanhThuAPI,MaIMDbAPI,DaBoSungTuAPI,NguonBoSung,ThoiDiemBoSung,TenPhimHienThiCuoi,ThoiLuongPhanTich,NguonThoiLuong,NganSachPhanTich,NguonNganSach,DoanhThuPhanTich,NguonDoanhThu
801604,Shark: The Beginning,7.2,21,Released,2021-11-26,,108.0,False,/fxeOslWw6qDhhfv8xq4T7Iu8JMH.jpg,,,tt14965934,ko,샤크: 더 비기닝,"A bullied teenager who is locked up at a juvenile detention center due to an unexpected accident, meets a mixed martial arts champion to break through his own limits.",9.298,/7wj21YFXbXPO2HkKYMnYSGV6ufn.jpg,,Action,"SLL, TVING, Studio Toyou, Toyou's Dream",South Korea,Korean,"based on comic, based on webcomic or webtoon",['South Korea'],South Korea,South Korea,2021,Shark: The Beginning,False,True,False,False,False,,,,,,,False,,,Shark: The Beginning,108,Goc,,Khong co,,Khong co
610321,The Policeman's Lineage,6.643,21,Released,2022-01-05,,120.0,False,/j1mVOt9GRg1LcsEVcXFG3Ab1otb.jpg,,,tt16676718,ko,경관의 피,"A by-the-book police officer is assigned to secretly investigate a team leader who believes that the rules shouldn't stop an investigation. As the officer investigates further, his own attitudes begin to mirror the team leader's.",7.814,/xHlGNVO7xDQrJMOv38UMLawajKP.jpg,Lingering tension of two cops who will you trust.,Crime,"Leeyang Film, Acemaker Movieworks",South Korea,Korean,"based on novel or book, investigation, undercover cop, police officer, corrupt cop",['South Korea'],South Korea,South Korea,2022,The Policeman's Lineage,False,True,False,False,False,,,,,,,False,,,The Policeman's Lineage,120,Goc,,Khong co,,Khong co
95910,Happiness,7.0,21,Released,2007-10-03,,124.0,False,/rX9aF0Q7VKq8PCYDJgkF9IKNZX4.jpg,,,tt1048159,ko,행복,"Young, a careless person, suffers from terminal illness and gets admitted in a hospital for treatment. There, he falls in love with a patient. After recovering, will he get back to his former life",3.453,/fR8YZI97ASTRuG8EAs3QHTPiGRD.jpg,"Though our love changes, let's save good-byes for later.","Romance, Drama","Zip Cinema, Showbox",South Korea,Korean,,['South Korea'],South Korea,South Korea,2007,Happiness,False,True,False,False,False,,,,,,,False,,,Happiness,124,Goc,,Khong co,,Khong co
552345,Cry Me a Sad River,5.905,21,Released,2018-09-21,,104.0,False,/2M7cCFVCWum25OSr3ZdjbNR0rjL.jpg,,,tt9036926,zh,悲伤逆流成河,"Qi Ming is a handsome boy and he is also a top student at school, but Yi Yao is a so-called bitch on everyone’s lips. Qi and Yi grew up together and they have been maintaining a good relationship. However, everything is interrupted and changed by Tang Xiaomi. Rumors have become a sharp weapon to destroy people. Yi Yao's life falls into darkness, and she suffers all kinds of cruel bullying at school.",4.969,/9a6YsnWPgiI4xnLA5DhYuG2hImM.jpg,,Drama,Beijing Enlight Pictures,China,Mandarin,"high school, first love, sexually transmitted disease, bully victim",['China'],China,China,2018,Cry Me a Sad River,False,True,False,False,False,,,,,,,False,,,Cry Me a Sad River,104,Goc,,Khong co,,Khong co
539033,Manta Ray,6.2,21,Released,2018-09-07,,105.0,False,/oK6HcafMI2CWbNEagkmBvC5HV73.jpg,,,tt8837018,th,กระเบนราหู,"Near a coastal village of Thailand, by the sea where thousands of Rohingya refugees have drowned, a local fisherman finds an injured man lying unconscious in the forest. He rescues the stranger, who doesn’t speak a word, offers him his friendship and names him Thongchai. But when the fisherman suddenly disappears at sea, Thongchai slowly begins to take over his friend’s life - his house, his job and his ex-wife.",1.658,/eJAjSfN3UWwXGquzXXT4CAGyNBK.jpg,,Drama,"Diversion, Les Films de L'Etranger, Mit Out Sound Films, YOUKU, Purin Pictures","China, France, Thailand",Thai,boys' love (bl),['China'],China,China,2018,Manta Ray,False,True,False,False,False,,,,,,,False,,,Manta Ray,105,Goc,,Khong co,,Khong co
63465,Petty Romance,6.4,21,Released,2010-12-01,14244325.0,118.0,False,/80tSue55yJCKF44FeLXkoUcybU8.jpg,,,tt1897945,ko,쩨쩨한 로맨스,"A comic artist and an unemployed sex columnist are trying to work together in order to win a lucrative comic-book competition. An adult cartoon contest is announced offering a W130 million prize. Da-Rim (Choi Gang-Hee) does translation work for an adult magazine. Da-Rim wants to become a writer. Due to her creativity, Da-Rim is always making mistakes and gets fired by company. Talented cartoonist Jung-Bae (Lee Sun-Kyun) is constantly turned down by publishing companies because of his poor story lines. The two, who seemed perfectly matched, team up for the adult cartoon contest. Trouble is set to brew ...",3.001,/pclmmZAGZimdokF3ZmMF2yAn54K.jpg,,"Comedy, Romance, Drama","Lotte Entertainment, Cree Pictures",South Korea,Korean,,['South Korea'],South Korea,South Korea,2010,Petty Romance,False,True,True,False,False,,,,,,,False,,,Petty Romance,118,Goc,,Khong co,14244325,Goc
214775,'Til Madness Do Us Part,7.2,21,Released,2013-09-05,,229.0,False,/1d9wkSzFJVNBEVaoyhqDY0lHFC0.jpg,,,tt3120794,zh,疯爱,"An insight into the everyday lives of 50 inmates of a mental institution in the Chinese province of Yunnan, who are there for killing someone, committing a crime against a public official, or have a developmental disability.",2.682,/4PKPdW32YgXk2OKoHrdCLmT3uN0.jpg,,Documentary,"Moviola Films, Y. Production, RAI","China, France, Hong Kong, Japan",Mandarin,,['China'],China,China,2013,'Til Madness Do Us Part,False,True,False,False,False,,,,,,,False,,,'Til Madness Do Us Part,229,Goc,,Khong co,,Khong co
361996,Yellow Flowers On the Green Grass,7.0,21,Released,2015-10-02,,103.0,False,/scpWtLGk723uoc2Ke8cFvvYEKpB.jpg,,,tt4669954,vi,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"After and act of violence leaves his brother Tuong paralyzed, Thieu discovers the true meaning of brotherhood.",3.425,/fOF8EmgVeoNkayCkem0RWa3LUa5.jpg,,Drama,Galaxy Studio,Vietnam,Vietnamese,,['Vietnam'],Vietnam,Vietnam,2015,Yellow Flowers On the Green Grass,False,True,False,False,False,,,,,,,False,,,Yellow Flowers On the Green Grass,103,Goc,,Khong co,,Khong co
61269,A Season of Good Rain,6.024,21,Released,2009-10-08,,100.0,False,/lAdeqbTj7imw1vPzmn6e3KqBRv5.jpg,,,tt1477859,ko,호우시절,A traveling architect meets an old friend from his student years; the pair realize their connection has always been a romantic one.,2.725,/tSEHmvdjZ7pO8OOpkzAfA0lSnIu.jpg,"Everything has its time, especially love.","Romance, Drama","Pancinema, Zonbo Media, Studio Ho, Next Entertainment World","South Korea, China","English, Mandarin, Korean",,"['South Korea', 'China']","South Korea, China",South Korea,2009,A Season of Good Rain,False,True,False,False,False,,,,,,,False,,,A Season of Good Rain,100,Goc,,Khong co,,Khong co
543628,Go Brother!,7.238,21,Released,2018-08-17,,113.0,False,/6rEquC3i0iH2eY9otMLXc6GP831.jpg,,http://magnumfilmsglobal.com/gobrother,tt8774260,zh,快把我哥带走,"Shi Miao hates her brother Shi Fen. So, she makes a birthday wish: She wants her brother gone. However, she did not expect the wish come true.",3.076,/13LfNxb54HHSxgvnnLVRm4NKX49.jpg,,"Comedy, Drama",Wanda Media Co.,China,Mandarin,"kung fu, alcoholism, family relationships, school, sibling rivalry, tearjerker, absent parent, brother sister relationship, based on manhua, youth, fantasy",['China'],China,China,2018,Go Brother!,False,True,False,False,False,,,,,,,False,,,Go Brother!,113,Goc,,Khong co,,Khong co
563489,Go Back to China,6.024,21,Released,2019-03-09,,95.0,False,/eEaMKQf0eqs8Hx0LvwvZTrbdFN8.jpg,,,tt7957314,en,Go Back to China,"When party girl Sasha Li blows through most of her trust fund, she is cut off by her father and forced to go back to China and work for the family toy business.",3.767,/owFFMt5nRANOdPH20nZPG5SqNw7.jpg,,Drama,Unbound Feet Productions,"China, United States of America","English, Mandarin",,['China'],China,China,2019,Go Back to China,False,True,False,False,False,,,,,,,False,,,Go Back to China,95,Goc,,Khong co,,Khong co
328716,Detective K: Secret of the Lost Island,6.571,21,Released,2015-02-11,27387870.0,125.0,False,/vzMrPTr9ajDUoFNNDnc8ZaarBik.jpg,,,tt4505170,ko,조선명탐정: 사라진 놉의 딸,Joseon's top detective Kim Min attempts to track down those responsible for circulating massive amounts of counterfeit silver bullion in Joseon. He also tries to find the missing sibling of a young girl.,3.733,/xAih5TO8oiqPGZOwRoYvyjeMCRm.jpg,,"Action, Mystery, Comedy, Adventure","Generation Blue Films, Showbox",South Korea,Korean,"island, geisha, detective, investigation, forgery, joseon dynasty",['South Korea'],South Korea,South Korea,2015,Detective K: Secret of the Lost Island,False,True,True,False,False,,,,,,,False,,,Detective K: Secret of the Lost Island,125,Goc,,Khong co,27387870,Goc
264746,Tinker Ticker,6.4,20,Released,2014-04-03,,102.0,False,/8xAa0JaGkvEnMBLshUbL2YYpiWL.jpg,,,tt3450112,ko,들개,"Park Jung-gu sends out homemade bombs to people he finds online who are likely to use them, yet these devices are unused. One day, Jung-gu meets Lee Hyo-min, a delinquent student at his university and sends him a package. Soon an explosion in a delivery truck hits the news. Before long, Hyo-min discovers who is sending him the packages and the two form a tenuous relationship. However, Hyo-min's unpredictable behavior becomes dangerous and Jung-gu finds himself caught in a situation that he can no longer handle.",2.219,/4yYCjfpvbXACUUHPWZzVxUcHTvc.jpg,Bombsmith meet detonator.,"Drama, Crime","Korean Academy of Film Arts, CGV Arthouse, Korean Film Council",South Korea,Korean,bomb,['South Korea'],South Korea,South Korea,2014,Tinker Ticker,False,True,False,False,False,,,,,,,False,,,Tinker Ticker,102,Goc,,Khong co,,Khong co
49284,The Beast And The Beauty,6.2,20,Released,2005-10-27,,102.0,False,/x0t9xpOzvV28UDRwgXFIe3lN09e.jpg,,,tt0485553,ko,야수와 미녀,An unattractive guy and a beautiful blind girl are in love. But their relationship is turned upside down when she regains her eyesight and he doesn't want to show her his face.,4.459,/zKzsw9b5Xj3WaJQl5h4wWr3T2y8.jpg,Will She Still Love Him?,"Comedy, Romance",Sio Film,South Korea,Korean,,['South Korea'],South Korea,South Korea,2005,The Beast And The Beauty,False,True,False,False,False,,,,,,,False,,,The Beast And The Beauty,102,Goc,,Khong co,,Khong co
91596,Dancing Queen,6.4,20,Released,2012-01-18,,124.0,False,/pRQW3X6xdPnhhDgUoH4XBp2hCnz.jpg,,http://www.dqueen2012.co.kr/,tt2181885,ko,댄싱퀸,The next mayor of Seoul candidate's wife becomes a dance singer in this movie as Hwang Jeong-min takes on the role of poor lawyer turned politician and Uhm Jung-hwa as the wife who makes an attempt at singing without her husband knowing at first.,5.769,/jbhn5P3Mks6LGl67fnHTxgZtc6o.jpg,Dreams come true all at once!,"Romance, Drama, Comedy","CJ Entertainment, JK Film",South Korea,Korean,"dancer, election campaign, mayoral election",['South Korea'],South Korea,South Korea,2012,Dancing Queen,False,True,False,False,False,,,,,,,False,,,Dancing Queen,124,Goc,,Khong co,,Khong co
54543,Daddy Long Legs,6.4,20,Released,2005-01-13,,99.0,False,/8jwbDytEWEueteycBQP7LvShSkV.jpg,,,tt0453125,ko,키다리 아저씨,"A woman gets help from an unknown man and becomes a successful screenwriter and lives a happy life. Later, she remembers the unknown man and decides to find out who he is.",2.839,/aOoxXiA0MoMS9PxtYqOXvbc9QMi.jpg,Inside his old love story was my newly found love.,"Drama, Romance",Wellmade Entertainment,South Korea,Korean,,['South Korea'],South Korea,South Korea,2005,Daddy Long Legs,False,True,False,False,False,,,,,,,False,,,Daddy Long Legs,99,Goc,,Khong co,,Khong co
478160,RV: Resurrected Victims,5.275,20,Released,2017-10-12,,91.0,False,/ApykDr2ynigWc7KvP51DWD7N0xB.jpg,,http://www.showbox.co.kr/english/Lineup/synopsis.asp?MVCode=AP160138,tt7243750,ko,희생부활자,"Based on the Resurrected Victims Phenomenon where murder victims come back to life to avenge the murderer, a prosecutor is suspected of his mother’s murder.",3.346,/1ynw6PKovvpiuFJnu5JucgujsOh.jpg,Vengeance brings the dead to life.,"Thriller, Adventure, Mystery, Action","New World, Barunson E&A, Showbox",South Korea,Korean,"busan, south korea",['South Korea'],South Korea,South Korea,2017,RV: Resurrected Victims,False,True,False,False,False,,,,,,,False,,,RV: Resurrected Victims,91,Goc,,Khong co,,Khong co
287420,Don't Go Breaking My Heart 2,5.6,20,Released,2014-11-11,,113.0,False,/k2Y4YRf8RsBnVW8xBB0O4l7qtZK.jpg,,,tt3121474,zh,單身男女2,Two former lovers find themselves irresistibly drawn back together — despite the fact that each of them is engaged to someone else.,3.234,/sZgeZseM8NvLuiwqRuX50v3P4dj.jpg,,"Comedy, Romance","Milkyway Image, Media Asia Film Production Limited, Wanda Film and Television Media Co.,Ltd., Hairun Pictures Company","China, Hong Kong","Cantonese, Mandarin, English, French","love triangle, engaged woman",['China'],China,China,2014,Don't Go Breaking My Heart 2,False,True,False,False,False,,,,,,,False,,,Don't Go Breaking My Heart 2,113,Goc,,Khong co,,Khong co
287239,The Legend of Bruce Lee,5.55,20,Released,2009-04-30,,183.0,False,/5QaxeWYpQpa7O2LXTF82fLMk21w.jpg,,,tt11919866,en,The Legend of Bruce Lee,The story of the legendary martial arts icon Bruce Lee following him from Hong Kong to America and back again. Movie edit made from the 50 episode Chinese television series with the same title.,4.251,/ypgnDYyV71d3QlK08KiAjdQ3uh2.jpg,,"Action, Drama",CCTV,China,"English, Mandarin",kung fu,['China'],China,China,2009,The Legend of Bruce Lee,False,True,False,False,False,,,,,,,False,,,The Legend of Bruce Lee,183,Goc,,Khong co,,Khong co
21442,Everybody Has Secrets,6.0,20,Released,2004-07-30,,104.0,False,/lrRqYzGhHhGsPP4fx6oufLB8SEB.jpg,,,tt0416080,ko,누구나 비밀은 있다,A mysterious stranger seduces three sisters in this sensual romantic comedy from director Jang Hyeon-Su.,6.331,/oPzEGO5Mjb927oK9u0NJ8aSXn1X.jpg,,"Comedy, Romance","Taewon Entertainment, Cinema Service",South Korea,Korean,,['South Korea'],South Korea,South Korea,2004,Everybody Has Secrets,False,True,False,False,False,,,,,,,False,,,Everybody Has Secrets,104,Goc,,Khong co,,Khong co
37844,Call For Love,5.7,20,Released,2007-02-08,,95.0,False,/3dHZZwg0JeXeaZ8MRWPmSyt2NYP.jpg,,,tt0902249,zh,爱情呼叫转移,"After being married for seven years, Xu Lang, a white collar office manager, has started to get tired of the same routine in his marriage. After asking his wife for a divorce, he is given a magical cell phone by an angel. The cell phone allows him to have romantic encounters with different women. After various dates and courtships with 12 beautiful women, he still cannot meet the right one. He attempts to mend things over with his wife, only to find that his ex-wife has met another man and found happiness. The movie ends with Xu meeting his old love interest from 15 years ago, suggesting a new relationship between them.",3.284,/oS9XOvkSDpXXSO1ogUCSr7tZqr3.jpg,,Comedy,,China,Mandarin,,['China'],China,China,2007,Call For Love,False,True,False,False,False,,,,,,,False,,,Call For Love,95,Goc,,Khong co,,Khong co
546768,Maggie,7.575,20,Released,2019-09-26,,88.0,False,/xdi0azIvVMLgmdVyWuxoe3tEOdr.jpg,,,tt9000062,ko,메기,"A couple's hospital tryst is caught on X-Ray. Thinking she and her boyfriend are the ones in the compromising radiograph, nurse Yoon-young goes in the next day to resign only to find that everyone has called in sick except the head doctor.",4.879,/6p2C6HlFY8cKZQDTvVu2ppQnocV.jpg,She wants to believe for everything.,"Drama, Comedy","National Human Rights Commission of Korea, Atnine Film, CGV Arthouse, 2X9",South Korea,Korean,"nurse, society, symbolism, hospital, job seeking, social problems, independent film, seoul, south korea",['South Korea'],South Korea,South Korea,2019,Maggie,False,True,False,False,False,,,,,,,False,,,Maggie,88,Goc,,Khong co,,Khong co
306758,Somewhere Only We Know,6.15,20,Released,2015-02-14,,110.0,False,/gbNdSirwxMm1NvfEANdegk03wt.jpg,,,tt4074958,zh,有一个地方只有我们知道,"Jin Ying is currently experiencing two of life’s most depressing moments: She is jilted by her fiancé, and her loving grandmother passes away. Heartbroken, she decides to visit the European city of Prague, and hopes to use the time to heal her inner pain. While in Prague, she meets a young Chinese man named Punk. There, she slowly unravels a secret romance her grandmother once experienced long ago.",5.298,/tO8staihyNC8ePNblggin5tF1pe.jpg,The end destination of love's journey is you.,"Drama, Romance",,China,"English, Mandarin","grandparent grandchild relationship, prague, czech republic, ex fiancé, interracial relationship, death, fiancé fiancée relationship, woman director, multi generational, music, melodrama",['China'],China,China,2015,Somewhere Only We Know,False,True,False,False,False,,,,,,,False,,,Somewhere Only We Know,110,Goc,,Khong co,,Khong co
306598,"My Love, Don't Cross That River",7.35,20,Released,2014-11-27,,86.0,False,/9arjrWcyBJmONoVMnoAYKN3Yguj.jpg,,http://anata-river.com/,tt4063314,ko,"님아, 그 강을 건너지 마오","There live a couple known as ""100-year-old lovebirds."" As fairy tale's characters, the husband is strong like a woodman, and the wife is full of charms like a princess. They dearly love each other wearing Korean traditional clothes all the time, and still fall asleep hand in hand. However, the death, quietly and like a thief, sit between them. This film starts from this moment, and follows the last moments of 76 years of their marriage.",1.558,/obrH3hsIJc472myVWi6PF86hBmL.jpg,,"Documentary, Romance, Drama","Argus Film, CGV Arthouse, Daemyung Culture Factory",South Korea,Korean,"husband wife relationship, docudrama",['South Korea'],South Korea,South Korea,2014,"My Love, Don't Cross That River",False,True,False,False,False,,,,,,,False,,,"My Love, Don't Cross That River",86,Goc,,Khong co,,Khong co
